Optimizer,learning_rate,epoch,loss
Adadelta,5.00e+00,47,1030282
Adadelta,5.00e+00,48,1019724
Adadelta,5.00e+00,49,1025612
Adadelta,5.00e+00,50,1014950
Adadelta,5.00e+00,51,1020705
Adadelta,5.00e+00,52,1009881
Adadelta,5.00e+00,53,1015519
Adadelta,5.00e+00,54,1004468
Adadelta,5.00e+00,55,1009922
Adadelta,5.00e+00,56,998606
Adadelta,5.00e+00,57,1003875
Adadelta,5.00e+00,58,992519
Adadelta,5.00e+00,59,997360
Adadelta,5.00e+00,60,985768
Adadelta,5.00e+00,61,990416
Adadelta,5.00e+00,62,978813
Adadelta,5.00e+00,63,982986
Adadelta,5.00e+00,64,971602
Adadelta,5.00e+00,65,975165
Adadelta,5.00e+00,66,963966
Adadelta,5.00e+00,67,967098
Adadelta,5.00e+00,68,956159
Adadelta,5.00e+00,69,958682
Adadelta,5.00e+00,70,948149
Adadelta,5.00e+00,71,950135
Adadelta,5.00e+00,72,940062
Adadelta,5.00e+00,73,941407
Adadelta,5.00e+00,74,931608
Adadelta,5.00e+00,75,932562
Adadelta,5.00e+00,76,923470
Adadelta,5.00e+00,77,923764
Adadelta,5.00e+00,78,915084
Adadelta,5.00e+00,79,914948
Adadelta,5.00e+00,80,906749
Adadelta,5.00e+00,81,906322
Adadelta,5.00e+00,82,898659
Adadelta,5.00e+00,83,897764
Adadelta,5.00e+00,84,890803
Adadelta,5.00e+00,85,889369
Adadelta,5.00e+00,86,882960
Adadelta,5.00e+00,87,881045
Adadelta,5.00e+00,88,875209
Adadelta,5.00e+00,89,872850
Adadelta,5.00e+00,90,867628
Adadelta,5.00e+00,91,864743
Adadelta,5.00e+00,92,859996
Adadelta,5.00e+00,93,856711
Adadelta,5.00e+00,94,852175
Adadelta,5.00e+00,95,848680
Adadelta,5.00e+00,96,844431
Adadelta,5.00e+00,97,840631
Adadelta,5.00e+00,98,836623
Adadelta,5.00e+00,99,832526
Adadelta,5.00e+00,100,828687
Adadelta,1.00e+00,1,6660561
Adadelta,1.00e+00,2,6643418
Adadelta,1.00e+00,3,6622086
Adadelta,1.00e+00,4,6596604
Adadelta,1.00e+00,5,6567010
Adadelta,1.00e+00,6,6533359
Adadelta,1.00e+00,7,6495705
Adadelta,1.00e+00,8,6454116
Adadelta,1.00e+00,9,6408662
Adadelta,1.00e+00,10,6359422
Adadelta,1.00e+00,11,6306483
Adadelta,1.00e+00,12,6249939
Adadelta,1.00e+00,13,6189888
Adadelta,1.00e+00,14,6126441
Adadelta,1.00e+00,15,6059712
Adadelta,1.00e+00,16,5989821
Adadelta,1.00e+00,17,5916900
Adadelta,1.00e+00,18,5841084
Adadelta,1.00e+00,19,5762516
Adadelta,1.00e+00,20,5681348
Adadelta,1.00e+00,21,5597738
Adadelta,1.00e+00,22,5511851
Adadelta,1.00e+00,23,5423858
Adadelta,1.00e+00,24,5333938
Adadelta,1.00e+00,25,5242281
Adadelta,1.00e+00,26,5149077
Adadelta,1.00e+00,27,5054529
