Optimizer,learning_rate,epoch,loss
ADAM,0.01,1,86284986.61633301
ADAM,0.01,2,52659190.37023926
ADAM,0.01,3,47142375.85449219
ADAM,0.01,4,40702886.63568115
ADAM,0.01,5,35415145.02423096
ADAM,0.01,6,31908400.513916016
ADAM,0.01,7,29424195.522094727
ADAM,0.01,8,27472244.60534668
ADAM,0.01,9,25894289.37612915
ADAM,0.01,10,24551668.479003906
ADAM,0.01,11,23409479.39794922
ADAM,0.01,12,22422392.97064209
ADAM,0.01,13,21577611.85836792
ADAM,0.01,14,20865303.29776001
ADAM,0.01,15,20241644.713623047
ADAM,0.01,16,19711417.383239746
ADAM,0.01,17,19258669.171661377
ADAM,0.01,18,18860752.382873535
ADAM,0.01,19,18520988.11566162
ADAM,0.01,20,18228135.51864624
ADAM,0.01,21,17978720.380065918
ADAM,0.01,22,17760772.920532227
ADAM,0.01,23,17577304.65737915
ADAM,0.01,24,17416773.13079834
ADAM,0.01,25,17276059.098114014
ADAM,0.01,26,17152147.19104004
ADAM,0.01,27,17042063.22140503
ADAM,0.01,28,16948215.181610107
ADAM,0.01,29,16859034.65460205
ADAM,0.01,30,16782210.28213501
ADAM,0.01,31,16708796.99508667
ADAM,0.01,32,16647127.001098633
ADAM,0.01,33,16587859.435394287
ADAM,0.01,34,16535275.561553955
ADAM,0.01,35,16486939.018615723
ADAM,0.01,36,16441446.757904053
ADAM,0.01,37,16398695.267578125
ADAM,0.01,38,16358173.800109863
ADAM,0.01,39,16320133.016967773
ADAM,0.01,40,16289092.324707031
ADAM,0.01,41,16255537.852355957
ADAM,0.01,42,16226520.324920654
ADAM,0.01,43,16197275.563598633
ADAM,0.01,44,16170869.33178711
ADAM,0.01,45,16147651.552978516
ADAM,0.01,46,16122458.69934082
ADAM,0.01,47,16102534.459381104
ADAM,0.01,48,16082273.878082275
ADAM,0.01,49,16060857.902282715
ADAM,0.01,50,16040862.780761719
ADAM,0.01,51,16024077.632720947
ADAM,0.01,52,16005055.435791016
ADAM,0.01,53,15990827.923217773
ADAM,0.01,54,15973786.937530518
ADAM,0.01,55,15959098.671081543
ADAM,0.01,56,15944944.371765137
ADAM,0.01,57,15930283.37185669
ADAM,0.01,58,15916168.351867676
ADAM,0.01,59,15905037.655700684
ADAM,0.01,60,15892495.476837158
ADAM,0.01,61,15881472.068206787
ADAM,0.01,62,15869490.990478516
ADAM,0.01,63,15858882.464447021
ADAM,0.01,64,15848811.00970459
ADAM,0.01,65,15836593.101715088
ADAM,0.01,66,15829197.161529541
ADAM,0.01,67,15820183.475158691
ADAM,0.01,68,15811530.35458374
ADAM,0.01,69,15802642.96295166
ADAM,0.01,70,15793739.67642212
ADAM,0.01,71,15785993.860290527
ADAM,0.01,72,15776714.013671875
ADAM,0.01,73,15768400.415740967
ADAM,0.01,74,15761849.910888672
ADAM,0.01,75,15753250.95147705
ADAM,0.01,76,15747066.142333984
ADAM,0.01,77,15740148.132904053
ADAM,0.01,78,15733236.102111816
ADAM,0.01,79,15727424.240966797
ADAM,0.01,80,15721465.798400879
ADAM,0.01,81,15715443.210632324
ADAM,0.01,82,15708944.193328857
ADAM,0.01,83,15702680.98248291
ADAM,0.01,84,15696963.34979248
ADAM,0.01,85,15692531.04953003
ADAM,0.01,86,15686871.934326172
ADAM,0.01,87,15681316.767913818
ADAM,0.01,88,15675481.879180908
ADAM,0.01,89,15669901.256591797
ADAM,0.01,90,15665848.477935791
ADAM,0.01,91,15662654.364471436
ADAM,0.01,92,15656351.349517822
ADAM,0.01,93,15651813.023590088
ADAM,0.01,94,15647342.023162842
ADAM,0.01,95,15642573.355987549
ADAM,0.01,96,15638390.24282837
ADAM,0.01,97,15634749.833404541
ADAM,0.01,98,15630219.24520874
ADAM,0.01,99,15627064.987609863
ADAM,0.01,100,15621435.112792969
ADAM,0.01,101,15619168.316589355
ADAM,0.01,102,15614813.686309814
